⚽️央视IPV6,#genre#
CCTV-5,http://60.6.255.8:2180/live/cctv5/index.m3u8
CCTV-6,http://60.6.255.8:2180/live/cctv6/index.m3u8
CCTV-7,http://60.6.255.8:2180/live/cctv7/index.m3u8
CCTV-8,http://60.6.255.8:2180/live/cctv8/index.m3u8
CCTV-10,http://60.6.255.8:2180/live/cctv10/index.m3u8
CCTV-11,http://60.6.255.8:2180/live/cctv11/index.m3u8
CCTV-12,http://60.6.255.8:2180/live/cctv12/index.m3u8
CCTV-14,http://60.6.255.8:2180/live/cctv14/index.m3u8
CCTV-15,http://60.6.255.8:2180/live/cctv15/index.m3u8
CCTV-17,http://60.6.255.8:2180/live/cctv17/index.m3u8

CGTN记录,https://livedoc.cgtn.com/500d/prog_index.m3u8
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN阿语,https://livear.cgtn.com/1000a/prog_index.m3u8
卡酷少儿,http://222.223.118.222:2180/live/kkse/index.m3u8
金鹰卡通,http://222.223.118.222:2180/live/jykt/index.m3u8
第一剧场,http://222.223.118.222:2180/live/dyjc/index.m3u8
风云剧场,http://222.223.118.222:2180/live/fyjc/index.m3u8
怀旧剧场,http://222.223.118.222:2180/live/hjjc/index.m3u8
风云音乐,http://222.223.118.222:2180/live/fyyy/index.m3u8
风云足球,http://222.223.118.222:2180/live/fyzq/index.m3u8
高尔夫网球,http://222.223.118.222:2180/live/gefwq/index.m3u8
武术世界,http://222.223.118.222:2180/live/wssj/index.m3u8
国防军事,http://222.223.118.222:2180/live/gfjs/index.m3u8
世界地理,http://222.223.118.222:2180/live/sjdl/index.m3u8
汽摩,http://222.223.118.222:2180/live/qimo/index.m3u8
老故事,http://222.223.118.222:2180/live/lgsh/index.m3u8
环球奇观,http://222.223.118.222:2180/live/hqqg/index.m3u8
文物宝库,http://222.223.118.222:2180/live/wwbk/index.m3u8
国学频道,http://222.223.118.222:2180/live/gxpd/index.m3u8
茶频道,http://222.223.118.222:2180/live/chapd/index.m3u8
女新时尚,http://222.223.118.222:2180/live/nxss/index.m3u8
文化精品,http://222.223.118.222:2180/live/whjp/index.m3u8
梨园频道,http://222.223.118.222:2180/live/lypd/index.m3u8
新闻综合,http://222.223.118.222:2180/live/xwzh/index.m3u8
纪实HD,http://222.223.118.222:2180/live/jishhd/index.m3u8
邢台综合,http://222.223.118.222:2180/live/hbxtzh/index.m3u8
邢台公共,http://222.223.118.222:2180/live/hbxtgg/index.m3u8
快乐垂钓,http://222.223.118.222:2180/live/klcd/index.m3u8
睛彩河北,http://222.223.118.222:2180/live/qchb/index.m3u8
早期教育,http://222.223.118.222:2180/live/zqjy/index.m3u8
求索纪录,http://222.223.118.222:2180/live/qsjl/index.m3u8

CCTV-1 ,http://60.6.255.8:2180/live/cctv1/index.m3u8
CCTV-2 ,http://60.6.255.8:2180/live/cctv2/index.m3u8
CCTV-3 ,http://60.6.255.8:2180/live/cctv3/index.m3u8
CCTV-4 ,http://60.6.255.8:2180/live/cctv4/index.m3u8
CCTV-5 ,http://60.6.255.8:2180/live/cctv5/index.m3u8
CCTV-5+,http://60.6.255.8:2180/live/cctv5q/index.m3u8
CCTV-6 ,http://60.6.255.8:2180/live/cctv6/index.m3u8
CCTV-7 ,http://60.6.255.8:2180/live/cctv7/index.m3u8
CCTV-8 ,http://60.6.255.8:2180/live/cctv8/index.m3u8
CCTV-9 ,http://60.6.255.8:2180/live/cctv9/index.m3u8
CCTV-10 ,http://60.6.255.8:2180/live/cctv10/index.m3u8
CCTV-11 ,http://60.6.255.8:2180/live/cctv11/index.m3u8
CCTV-12 ,http://60.6.255.8:2180/live/cctv12/index.m3u8
CCTV-13 ,http://60.6.255.8:2180/live/cctv13/index.m3u8
CCTV-14 ,http://60.6.255.8:2180/live/cctv14/index.m3u8
CCTV-15 ,http://60.6.255.8:2180/live/cctv15/index.m3u8
CCTV-17 ,http://60.6.255.8:2180/live/cctv17/index.m3u8
CGTN 英语,http://live.cgtn.com/1000/prog_index.m3u8
CGTN 法语,https://livefr.cgtn.com/1000f/prog_index.m3u8?zshijd
CGTN 俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8?zshijd
CGTN 西语,https://livees.cgtn.com/1000e/prog_index.m3u8?zshijd
第一剧场,http://60.6.255.8:2180/live/dyjc/index.m3u8
风云剧场,http://60.6.255.8:2180/live/fyjc/index.m3u8
怀旧剧场,http://60.6.255.8:2180/live/hjjc/index.m3u8
风云音乐,http://60.6.255.8:2180/live/fyyy/index.m3u8
风云足球,http://60.6.255.8:2180/live/fyzq/index.m3u8
高尔夫网球,http://60.6.255.8:2180/live/gefwq/index.m3u8
武术世界,http://60.6.255.8:2180/live/wssj/index.m3u8
兵器科技,http://60.6.255.8:2180/live/gfjs/index.m3u8
世界地理,http://60.6.255.8:2180/live/sjdl/index.m3u8
央视文化精品,http://60.6.255.8:2180/live/whjp/index.m3u8
央视文化精品,http://60.6.255.8:2180/live/whjp/index.m3u8

CCTV-1,http://mail.petzhu.top:7000/rtp/239.254.200.45:8008
CCTV-2,http://mail.petzhu.top:7000/rtp/239.254.200.158:6000
CCTV-3,http://mail.petzhu.top:7000/rtp/239.254.200.159:6000
CCTV-4,http://mail.petzhu.top:7000/rtp/239.254.200.190:6307
CCTV-5,http://mail.petzhu.top:7000/rtp/239.254.201.153:7206
CCTV-5+,http://mail.petzhu.top:7000/rtp/239.254.200.46:8004
CCTV-6,http://mail.petzhu.top:7000/rtp/239.254.201.154:7207
CCTV-7,http://60.2.190.206:4000/rtp/239.253.92.194:6059
CCTV-8,http://mail.petzhu.top:7000/rtp/239.254.201.155:7208
CCTV-9,http://mail.petzhu.top:7000/rtp/239.254.200.59:8112
CCTV-10,http://mail.petzhu.top:7000/rtp/239.254.200.160:6000
CCTV-11,http://mail.petzhu.top:7000/rtp/239.254.201.123:8120
CCTV-12,http://mail.petzhu.top:7000/rtp/239.254.200.161:6000
CCTV-13,http://mail.petzhu.top:7000/rtp/239.254.200.9:8264
CCTV-14,http://mail.petzhu.top:7000/rtp/239.254.200.162:6000
CCTV-15,http://mail.petzhu.top:7000/rtp/239.254.201.124:8136
CCTV-16,http://mail.petzhu.top:7000/rtp/239.254.201.150:6345
CCTV-17,http://mail.petzhu.top:7000/rtp/239.254.201.120:8144

⚽️卫视IPV4,#genre#

广东卫视,http://60.10.139.10:8801/hls/26/index.m3u8
山东卫视,http://60.10.139.10:8801/hls/25/index.m3u8
深圳卫视,http://60.10.139.10:8801/hls/24/index.m3u8
天津卫视,http://60.10.139.10:8801/hls/23/index.m3u8
东方卫视,http://60.10.139.10:8801/hls/22/index.m3u8
东南卫视,http://60.10.139.10:8801/hls/21/index.m3u8
北京卫视,http://60.10.139.10:8801/hls/20/index.m3u8
江苏卫视,http://60.10.139.10:8801/hls/19/index.m3u8
浙江卫视,http://60.10.139.10:8801/hls/18/index.m3u8
湖南卫视,http://60.10.139.10:8801/hls/17/index.m3u8
河北卫视,http://60.10.139.10:8801/hls/16/index.m3u8
黑龙江卫视,http://60.10.139.10:8801/hls/27/index.m3u8
辽宁卫视,http://60.10.139.10:8801/hls/28/index.m3u8
湖北卫视,http://60.10.139.10:8801/hls/29/index.m3u8
四川卫视,http://60.10.139.10:8801/hls/30/index.m3u8
重庆卫视,http://60.10.139.10:8801/hls/31/index.m3u8
河南卫视,http://60.10.139.10:8801/hls/32/index.m3u8
贵州卫视,http://60.10.139.10:8801/hls/36/index.m3u8
江西卫视,http://60.10.139.10:8801/hls/37/index.m3u8
吉林卫视,http://60.10.139.10:8801/hls/38/index.m3u8
云南卫视,http://60.10.139.10:8801/hls/51/index.m3u8
广西卫视,http://60.10.139.10:8801/hls/52/index.m3u8
陕西卫视,http://60.10.139.10:8801/hls/53/index.m3u8
山西卫视,http://60.10.139.10:8801/hls/54/index.m3u8
内蒙古卫视,http://60.10.139.10:8801/hls/55/index.m3u8
青海卫视,http://60.10.139.10:8801/hls/56/index.m3u8
宁夏卫视,http://60.10.139.10:8801/hls/57/index.m3u8
西藏卫视,http://60.10.139.10:8801/hls/58/index.m3u8
新疆卫视,http://60.10.139.10:8801/hls/59/index.m3u8
安徽卫视,http://60.10.139.10:8801/hls/99/index.m3u8
山东教育,http://60.10.139.10:8801/hls/63/index.m3u8

河北经济,http://60.10.139.10:8801/hls/41/index.m3u8
河北影视,http://60.10.139.10:8801/hls/42/index.m3u8
河北少儿,http://60.10.139.10:8801/hls/43/index.m3u8
河北公共,http://60.10.139.10:8801/hls/44/index.m3u8
河北农民,http://60.10.139.10:8801/hls/45/index.m3u8
河北精彩,http://60.10.139.10:8801/hls/46/index.m3u8
廊坊综合,http://60.10.139.10:8801/hls/48/index.m3u8
廊坊公共,http://60.10.139.10:8801/hls/49/index.m3u8
香河综合,http://60.10.139.10:8801/hls/94/index.m3u8
卡酷少儿,http://60.10.139.10:8801/hls/61/index.m3u8
金鹰卡通,http://60.10.139.10:8801/hls/62/index.m3u8
金鹰纪实,http://60.10.139.10:8801/hls/33/index.m3u8
纪实人文,http://60.10.139.10:8801/hls/34/index.m3u8
汽摩,http://60.10.139.10:8801/hls/90/index.m3u8
深圳卫视,http://60.6.255.8:2180/live/szws/index.m3u8
湖南卫视,http://60.6.255.8:2180/live/hunws/index.m3u8
浙江卫视,http://60.6.255.8:2180/live/zjws/index.m3u8
江苏卫视,http://60.6.255.8:2180/live/jsws/index.m3u8
东方卫视,http://60.6.255.8:2180/live/dfws/index.m3u8
北京卫视,http://60.6.255.8:2180/live/bjws/index.m3u8
重庆卫视,http://60.6.255.8:2180/live/cqws/index.m3u8
东南卫视,http://60.6.255.8:2180/live/dnws/index.m3u8
广东卫视,http://60.6.255.8:2180/live/gdws/index.m3u8
广西卫视,http://60.6.255.8:2180/live/gxws/index.m3u8
海南卫视,http://60.6.255.8:2180/live/lyws/index.m3u8
四川卫视,http://60.6.255.8:2180/live/scws/index.m3u8
江西卫视,http://60.6.255.8:2180/live/jxws/index.m3u8
贵州卫视,http://60.6.255.8:2180/live/gzws/index.m3u8
湖北卫视,http://60.6.255.8:2180/live/hubws/index.m3u8
山东卫视,http://60.6.255.8:2180/live/sdws/index.m3u8
山西卫视,http://60.6.255.8:2180/live/shxws/index.m3u8
安徽卫视,http://60.6.255.8:2180/live/ahws/index.m3u8
天津卫视,http://60.6.255.8:2180/live/tjws/index.m3u8
云南卫视,http://60.6.255.8:2180/live/ynws/index.m3u8
河南卫视,http://60.6.255.8:2180/live/henws/index.m3u8
河北卫视,http://60.6.255.8:2180/live/hebws/index.m3u8
河北经济,http://60.6.255.8:2180/live/hebjj/index.m3u8
河北都市,http://60.6.255.8:2180/live/hebds/index.m3u8
河北影视,http://60.6.255.8:2180/live/hebys/index.m3u8
少儿科教,http://60.6.255.8:2180/live/hebse/index.m3u8
河北公共,http://60.6.255.8:2180/live/hebsgg/index.m3u8
河北农民,http://60.6.255.8:2180/live/hebnm/index.m3u8
吉林卫视,http://60.6.255.8:2180/live/jlws/index.m3u8
辽宁卫视,http://60.6.255.8:2180/live/lnws/index.m3u8
黑龙江卫视,http://60.6.255.8:2180/live/hljws/index.m3u8
陕西卫视,http://60.6.255.8:2180/live/sxws/index.m3u8
甘肃卫视,http://60.6.255.8:2180/live/gsws/index.m3u8
内蒙古卫视,http://60.6.255.8:2180/live/nmgws/index.m3u8
青海卫视,http://60.6.255.8:2180/live/qhws/index.m3u8
宁夏卫视,http://60.6.255.8:2180/live/nxws/index.m3u8

北京卫视,http://1.24.190.98:10080/hls/68/index.m3u8
东方卫视,http://1.24.190.98:10080/hls/66/index.m3u8
江苏卫视,http://1.24.190.98:10080/hls/61/index.m3u8
湖南卫视,http://1.24.190.98:10080/hls/60/index.m3u8
深圳卫视,http://1.24.190.98:10080/hls/76/index.m3u8
广东卫视,http://1.24.190.98:10080/hls/79/index.m3u8
湖北卫视,http://1.24.190.98:10080/hls/65/index.m3u8
天津卫视,http://1.24.190.98:10080/hls/69/index.m3u8
河北卫视,http://1.24.190.98:10080/hls/78/index.m3u8
贵州卫视,http://1.24.190.98:10080/hls/91/index.m3u8
黑龙江视,http://1.24.190.98:10080/hls/70/index.m3u8
辽宁卫视,http://1.24.190.98:10080/hls/72/index.m3u8
山东卫视,http://1.24.190.98:10080/hls/83/index.m3u8
安徽卫视,http://1.24.190.98:10080/hls/85/index.m3u8
四川卫视,http://1.24.190.98:10080/hls/86/index.m3u8
海南卫视,http://1.24.190.98:10080/hls/99/index.m3u8
内蒙古卫视,http://1.24.190.98:10080/hls/31/index.m3u8
东南卫视,http://1.24.190.98:10080/hls/88/index.m3u8
兵团卫视,http://1.24.190.98:10080/hls/89/index.m3u8
广西卫视,http://1.24.190.98:10080/hls/90/index.m3u8
云南卫视,http://1.24.190.98:10080/hls/92/index.m3u8
宁夏卫视,http://1.24.190.98:10080/hls/93/index.m3u8
吉林卫视,http://1.24.190.98:10080/hls/71/index.m3u8
青海卫视,http://1.24.190.98:10080/hls/96/index.m3u8

北京卫视,http://fxgm.fxjf.work:19901/tsfile/live/0122_1.m3u8
浙江卫视,http://fxgm.fxjf.work:19901/tsfile/live/0124_1.m3u8
江苏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0127_1.m3u8
湖南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0128_1.m3u8
深圳卫视,http://fxgm.fxjf.work:19901/tsfile/live/0126_1.m3u8
广东卫视,http://fxgm.fxjf.work:19901/tsfile/live/0125_1.m3u8
天津卫视,http://fxgm.fxjf.work:19901/tsfile/live/0135_1.m3u8
安徽卫视,http://fxgm.fxjf.work:19901/tsfile/live/0130_1.m3u8
贵州卫视,http://fxgm.fxjf.work:19901/tsfile/live/0120_1.m3u8
山东卫视,http://fxgm.fxjf.work:19901/tsfile/live/0131_1.m3u8
山西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0118_1.m3u8
广西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0113_1.m3u8
湖北卫视,http://fxgm.fxjf.work:19901/tsfile/live/0132_1.m3u8
江西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0138_1.m3u8
河北卫视,http://fxgm.fxjf.work:19901/tsfile/live/0117_1.m3u8
河南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0139_1.m3u8
四川卫视,http://fxgm.fxjf.work:19901/tsfile/live/0123_1.m3u8
重庆卫视,http://fxgm.fxjf.work:19901/tsfile/live/0142_1.m3u8
东南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0137_1.m3u8
青海卫视,http://fxgm.fxjf.work:19901/tsfile/live/0140_1.m3u8
云南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0119_1.m3u8
辽宁卫视,http://fxgm.fxjf.work:19901/tsfile/live/0121_1.m3u8
陕西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0136_1.m3u8
内蒙古视,http://fxgm.fxjf.work:19901/tsfile/live/0109_1.m3u8
宁夏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0112_1.m3u8
吉林卫视,http://fxgm.fxjf.work:19901/tsfile/live/0116_1.m3u8
新疆卫视,http://fxgm.fxjf.work:19901/tsfile/live/0110_1.m3u8
甘肃卫视,http://fxgm.fxjf.work:19901/tsfile/live/0141_1.m3u8
西藏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0111_1.m3u8
黑龙江视,http://fxgm.fxjf.work:19901/tsfile/live/0143_1.m3u8
厦门卫视,http://fxgm.fxjf.work:19901/tsfile/live/0129_1.m3u8
兵团卫视,http://fxgm.fxjf.work:19901/tsfile/live/0115_1.m3u8
海南卫视,http://fxgm.fxjf.work:19901/tsfile/live/1010_1.m3u8
延边卫视,http://fxgm.fxjf.work:19901/tsfile/live/1011_1.m3u8

湖南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1058_1.m3u8
浙江卫视,http://1b6467f415.iok.la:9931/tsfile/live/1059_1.m3u8
江苏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1060_1.m3u8
东方卫视,http://1b6467f415.iok.la:9931/tsfile/live/1061_1.m3u8
安徽卫视,http://1b6467f415.iok.la:9931/tsfile/live/1062_1.m3u8
北京卫视,http://1b6467f415.iok.la:9931/tsfile/live/1063_1.m3u8
天津卫视,http://1b6467f415.iok.la:9931/tsfile/live/1064_1.m3u8
山东卫视,http://1b6467f415.iok.la:9931/tsfile/live/1065_1.m3u8
江西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1066_1.m3u8
深圳卫视,http://1b6467f415.iok.la:9931/tsfile/live/1067_1.m3u8
湖北卫视,http://1b6467f415.iok.la:9931/tsfile/live/1068_1.m3u8
辽宁卫视,http://1b6467f415.iok.la:9931/tsfile/live/1069_1.m3u8
黑龙江视,http://1b6467f415.iok.la:9931/tsfile/live/1070_1.m3u8
贵州卫视,http://1b6467f415.iok.la:9931/tsfile/live/1071_1.m3u8
四川卫视,http://1b6467f415.iok.la:9931/tsfile/live/1072_1.m3u8
重庆卫视,http://1b6467f415.iok.la:9931/tsfile/live/1073_1.m3u8
河北卫视,http://1b6467f415.iok.la:9931/tsfile/live/1074_1.m3u8
东南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1075_1.m3u8
广西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1082_1.m3u8
吉林卫视,http://1b6467f415.iok.la:9931/tsfile/live/1076_1.m3u8
云南卫视,http://1b6467f415.iok.la:9931/tsfile/live/1081_1.m3u8
陕西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1083_1.m3u8
山西卫视,http://1b6467f415.iok.la:9931/tsfile/live/1084_1.m3u8
内蒙古视,http://1b6467f415.iok.la:9931/tsfile/live/1085_1.m3u8
青海卫视,http://1b6467f415.iok.la:9931/tsfile/live/1086_1.m3u8
旅游卫视,http://1b6467f415.iok.la:9931/tsfile/live/1087_1.m3u8
宁夏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1088_1.m3u8
西藏卫视,http://1b6467f415.iok.la:9931/tsfile/live/1089_1.m3u8
新疆卫视,http://1b6467f415.iok.la:9931/tsfile/live/1090_1.m3u8
甘肃卫视,http://1b6467f415.iok.la:9931/tsfile/live/1091_1.m3u8
兵团卫视,http://1b6467f415.iok.la:9931/tsfile/live/1092_1.m3u8
厦门卫视,http://1b6467f415.iok.la:9931/tsfile/live/1093_1.m3u8
三少卫视,http://1b6467f415.iok.la:9931/tsfile/live/1038_1.m3u8

北京卫视,http://111.14.181.15:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://111.14.181.15:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://111.14.181.15:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.14.181.15:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://111.14.181.15:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://111.14.181.15:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://111.14.181.15:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://111.14.181.15:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.14.181.15:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://111.14.181.15:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.14.181.15:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.14.181.15:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.14.181.15:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://111.14.181.15:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://111.14.181.15:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://111.14.181.15:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://111.14.181.15:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.14.181.15:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://111.14.181.15:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://111.14.181.15:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://111.14.181.15:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://111.14.181.15:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0


新疆卫视,http://60.10.139.10:8801/hls/59/index.m3u8
西藏卫视,http://60.10.139.10:8801/hls/58/index.m3u8
宁夏卫视,http://60.10.139.10:8801/hls/57/index.m3u8
青海卫视,http://60.10.139.10:8801/hls/56/index.m3u8
内蒙古卫视,http://60.10.139.10:8801/hls/55/index.m3u8
山西卫视,http://60.10.139.10:8801/hls/54/index.m3u8
陕西卫视,http://60.10.139.10:8801/hls/53/index.m3u8
广西卫视,http://60.10.139.10:8801/hls/52/index.m3u8
云南卫视,http://60.10.139.10:8801/hls/51/index.m3u8
吉林卫视,http://60.10.139.10:8801/hls/38/index.m3u8
贵州卫视,http://60.10.139.10:8801/hls/36/index.m3u8
河南卫视,http://60.10.139.10:8801/hls/32/index.m3u8
重庆卫视,http://60.10.139.10:8801/hls/31/index.m3u8
四川卫视,http://60.10.139.10:8801/hls/30/index.m3u8
湖北卫视,http://60.10.139.10:8801/hls/29/index.m3u8
辽宁卫视,http://60.10.139.10:8801/hls/28/index.m3u8
黑龙江卫视,http://60.10.139.10:8801/hls/27/index.m3u8
广东卫视,http://60.10.139.10:8801/hls/26/index.m3u8
山东卫视,http://60.10.139.10:8801/hls/25/index.m3u8
安徽卫视,http://36.32.174.67:60080/newlive/live/hls/19/live.m3u8
江西卫视,http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8
浙江卫视,http://36.32.174.67:60080/newlive/live/hls/23/live.m3u8
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8
北京卫视,http://36.32.174.67:60080/newlive/live/hls/25/live.m3u8
天津卫视,http://36.32.174.67:60080/newlive/live/hls/26/live.m3u8
湖北卫视,http://36.32.174.67:60080/newlive/live/hls/28/live.m3u8
四川卫视,http://36.32.174.67:60080/newlive/live/hls/29/live.m3u8
甘肃卫视,http://36.32.174.67:60080/newlive/live/hls/30/live.m3u8
江西卫视,http://36.32.174.67:60080/newlive/live/hls/31/live.m3u8
东南卫视,http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8
河南卫视,http://36.32.174.67:60080/newlive/live/hls/35/live.m3u8
河北卫视,http://36.32.174.67:60080/newlive/live/hls/36/live.m3u8
广西卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8
吉林卫视,http://36.32.174.67:60080/newlive/live/hls/40/live.m3u8
山东卫视,http://36.32.174.67:60080/newlive/live/hls/42/live.m3u8
山西卫视,http://36.32.174.67:60080/newlive/live/hls/43/live.m3u8
陕西卫视,http://36.32.174.67:60080/newlive/live/hls/44/live.m3u8
云南卫视,http://36.32.174.67:60080/newlive/live/hls/45/live.m3u8
海南卫视,http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8
新疆卫视,http://36.32.174.67:60080/newlive/live/hls/47/live.m3u8
西藏卫视,http://36.32.174.67:60080/newlive/live/hls/48/live.m3u8
宁夏卫视,http://36.32.174.67:60080/newlive/live/hls/49/live.m3u8
湖南卫视,http://60.6.255.8:2180/live/hunws/index.m3u8
浙江卫视,http://60.6.255.8:2180/live/zjws/index.m3u8
江苏卫视,http://60.6.255.8:2180/live/jsws/index.m3u8
安徽卫视,http://60.6.255.8:2180/live/ahws/index.m3u8
北京卫视,http://60.6.255.8:2180/live/bjws/index.m3u8
天津卫视,http://60.6.255.8:2180/live/tjws/index.m3u8
辽宁卫视,http://60.6.255.8:2180/live/lnws/index.m3u8
山东卫视,http://60.6.255.8:2180/live/sdws/index.m3u8
云南卫视,http://60.6.255.8:2180/live/ynws/index.m3u8
河南卫视,http://60.6.255.8:2180/live/henws/index.m3u8
黑龙江卫视,http://60.6.255.8:2180/live/hljws/index.m3u8
四川卫视,http://60.6.255.8:2180/live/scws/index.m3u8
江西卫视,http://60.6.255.8:2180/live/jxws/index.m3u8
贵州卫视,http://60.6.255.8:2180/live/gzws/index.m3u8
深圳卫视,http://60.6.255.8:2180/live/szws/index.m3u8
湖北卫视,http://60.6.255.8:2180/live/hubws/index.m3u8
东方卫视,http://60.6.255.8:2180/live/dfws/index.m3u8
东南卫视,http://60.6.255.8:2180/live/dnws/index.m3u8
广东卫视,http://60.6.255.8:2180/live/gdws/index.m3u8
广西卫视,http://60.6.255.8:2180/live/gxws/index.m3u8
吉林卫视,http://60.6.255.8:2180/live/jlws/index.m3u8
山西卫视,http://60.6.255.8:2180/live/shxws/index.m3u8
内蒙古卫视,http://60.6.255.8:2180/live/nmgws/index.m3u8
青海卫视,http://60.6.255.8:2180/live/qhws/index.m3u8
旅游卫视,http://60.6.255.8:2180/live/lyws/index.m3u8
宁夏卫视,http://60.6.255.8:2180/live/nxws/index.m3u8

东方卫视,http://221.12.3.18:8980/live/东方卫视/index.m3u8
湖南卫视,http://221.12.3.18:8980/live/湖南卫视/index.m3u8
安徽卫视,http://221.12.3.18:8980/live/安徽卫视/index.m3u8
贵州卫视,http://221.12.3.18:8980/live/贵州卫视/index.m3u8
天津卫视,http://221.12.3.18:8980/live/天津卫视/index.m3u8
重庆卫视,http://221.12.3.18:8980/live/重庆卫视/index.m3u8
江苏卫视,http://221.12.3.18:8980/live/江苏卫视/index.m3u8
四川卫视,http://221.12.3.18:8980/live/四川卫视/index.m3u8
云南卫视,http://221.12.3.18:8980/live/云南卫视/index.m3u8
吉林卫视,http://221.12.3.18:8980/live/吉林卫视/index.m3u8
深圳卫视,http://60.10.139.10:8801/hls/24/index.m3u8
天津卫视,http://60.10.139.10:8801/hls/23/index.m3u8
东方卫视,http://60.10.139.10:8801/hls/22/index.m3u8
东南卫视,http://60.10.139.10:8801/hls/21/index.m3u8
北京卫视,http://60.10.139.10:8801/hls/20/index.m3u8
江苏卫视,http://60.10.139.10:8801/hls/19/index.m3u8
浙江卫视,http://60.10.139.10:8801/hls/18/index.m3u8
湖南卫视,http://60.10.139.10:8801/hls/17/index.m3u8
河北卫视,http://60.10.139.10:8801/hls/16/index.m3u8
河北卫视,http://60.6.255.8:2180/live/hebws/index.m3u8
湖南卫视,http://60.6.255.8:2180/live/hunws/index.m3u8
浙江卫视,http://60.6.255.8:2180/live/zjws/index.m3u8
江苏卫视,http://60.6.255.8:2180/live/jsws/index.m3u8
安徽卫视,http://60.6.255.8:2180/live/ahws/index.m3u8
北京卫视,http://60.6.255.8:2180/live/bjws/index.m3u8
天津卫视,http://60.6.255.8:2180/live/tjws/index.m3u8
辽宁卫视,http://60.6.255.8:2180/live/lnws/index.m3u8
山东卫视,http://60.6.255.8:2180/live/sdws/index.m3u8
云南卫视,http://60.6.255.8:2180/live/ynws/index.m3u8
河南卫视,http://60.6.255.8:2180/live/henws/index.m3u8
黑龙江卫视,http://60.6.255.8:2180/live/hljws/index.m3u8
江西卫视,http://60.6.255.8:2180/live/jxws/index.m3u8
贵州卫视,http://60.6.255.8:2180/live/gzws/index.m3u8
